year	i	j	role
2021	b7e1f38922ddc3448554b4ee9c695969	100	c
2021	225807f6b7e712db1923f7b5680db90d	100	d
2021	d601d7909c97b184e50574a96dd3f807	100	p
2021	330653ef29b733db0abae6da3b9142ed	100	p
2021	1180e0826943cf64a46c29bc78a5143f	100	p
2021	b7e1f38922ddc3448554b4ee9c695969	100	p
2021	fee5059962339ae39390b0c1ac16b848	100	p
2021	744b966478bba81f2d80806f559fc40d	101	c
2021	157811c67654bb8c52cce76030b063da	101	d
2021	671cac35a7dc2145b3f3087581620465	101	p
2021	744b966478bba81f2d80806f559fc40d	101	p
2021	4c166a60db74f609ebc6613626c3d270	101	p
2021	c979c80d3683c0951caecc9431c8fb83	101	p
2021	a58207ba06d87dee06e04f5c92704bcd	101	p
2021	a58207ba06d87dee06e04f5c92704bcd	101	p
2021	f7eb39141bd8ad5e9be2ba359c069d85	102	c
2021	89604e117018e03209225727efec562a	102	d
2021	674b8c569cb548dcc6aee64f992ec74d	102	p
2021	cf26361bad200a152cba32abf84de003	102	p
2021	f7eb39141bd8ad5e9be2ba359c069d85	102	p
2021	4c166a60db74f609ebc6613626c3d270	102	p
2021	5b65ddeceae557fc47b509cb830870e8	102	p
2021	a3ee99607132cbfc5ff1fefa6276c5c2	102	p
2021	b6bd5ad929c572f254a4d5ff0685589e	103	c
2021	d6b7c52b3a12ab5f0eb8c3b27b5089f2	103	d
2021	c7f2ae064457376cc2cdda25be9e146f	103	p
2021	2f7ff4de6b53dab4daf4857969f9a8a0	103	p
2021	3d5ad0ef304c5ab09d9a33e6167aa1ee	103	p
2021	e572c8ad533327e7c76db1ec1d3127a0	103	p
2021	d4036be1756b62373141252742c04d2a	103	p
2021	6260c39720f53c90b6056e0a85db4fdb	103	p
2021	863925bb6346717fc2d44141046e0b65	103	p
2021	f248801dcaa969bc0907e7fdef84e9a4	103	p
2021	c6693bbe63786506152cc7da95e62476	104	c
2021	95d2265334e0292c6944f6c5b36c8bb7	104	d
2021	7a0e3e479ae3a221022d284b42d31d91	104	p
2021	1d8e419560691e322eaf7fb0e937e7c4	104	p
2021	205c1b626d2dc6c0c81ca787f8ae88a2	104	p
2021	0d5a69378654b064e4a42d0e1fc74065	104	p
2021	6201b8fc27e7171deff67c7bda23a21a	104	p
2021	30301f519e23d8d5ecf497da7971003e	104	p
2021	a74e2fcdc7798e649e825f0de0ede345	104	p
2021	d75cd157890efb34d6688e97f7f1b10e	104	p
2021	c0f6efab3fd22952fc2db686b17e0ceb	105	c
2021	3c79f9078027e5f9d255bc3dcab35448	105	d
2021	57fe796fa7a07f7ced54551b5032fd78	105	p
2021	1fe4f0353579a38ef3666d1d32488f1f	105	p
2021	117df2c88f8041eba2094ea40ae825ab	105	p
2021	6cc0c42eac046b3ed394711639cec47a	105	p
2021	dc464b8b24f60a53d448379670d9417b	105	p
2021	1ff48fa15241bed5b10c235061632465	105	p
2021	f7338727cd730148b3f5828b2b98ad79	105	p
2021	cafbfc8d290d2cb69cde9ebae2c72655	105	p
2021	05d449755d11b9e0cb8e9e94cbae0af0	105	p
2021	7eb4626b2326e46b267f147d9289767c	105	p
2021	c0f6efab3fd22952fc2db686b17e0ceb	105	p
2021	3d9af17a057871a1a97d0d9d0250439f	105	p
2021	74fbe995802fa3314468f22bf1b4cc48	106	c
2021	529da658bfe142ecd8f15a474e9bfb60	106	d
2021	2b9760325e9d981a227ff04ddc200d3e	106	p
2021	5b55f075a28e5d524602c94949452929	106	p
2021	87305ad3a47312d8e3804eda05421d5c	106	p
2021	74fbe995802fa3314468f22bf1b4cc48	106	p
2021	638f4942458ea5dd68b64cac20d3d855	106	p
2021	86ba237f48707afeecce9b1253a8f47f	107	c
2021	5779699c20b2fcb38e708a8cd8b8afab	107	d
2021	698837d5eb3531def1cb92d652a2fbb7	107	p
2021	86ba237f48707afeecce9b1253a8f47f	107	p
2021	278c3e7ccc2ffdc49340ae0bf5c722b2	107	p
2021	9d696229c78ec7694fd79b77b0e05bb0	107	p
2021	ddb519110a9292cc41250892ea4ac526	107	p
2021	4c5b46a69c7f48874cab177e035a3400	108	c
2021	a4c1c80477e6ab11b405bbb14cd51186	108	d
2021	68e94ffd4e256d38250cbec5a7a435ce	108	p
2021	a5b34a398897c4d710c0a7f6e06be8f9	108	p
2021	cb35249650862ad4a06d7e0bcadb1da5	108	p
2021	36c305105d089825223a5fd5db1c04b3	108	p
2021	90f620b6043473562cf34eb2209aed30	108	p
2021	4c5b46a69c7f48874cab177e035a3400	108	p
2021	db6100c84106c54bef78ac631531e8bf	108	p
2021	21e0702aae16c6691bdffe72ffeb008a	108	p
2021	8aabebea05f1dff857d2900e72f4743e	108	p
2021	6e169747ac54678ba37e1d5b5b6870a6	109	c
2021	8a2056d7305bb25d2d35f72675826ce7	109	d
2021	6e169747ac54678ba37e1d5b5b6870a6	109	d
2021	c8c2e42c10c3c40c47db0a7f5d6dd3f7	109	p
2021	6d30838bebef800cc94f2152ab4406a7	109	p
2021	0ccf1e3e46997cc004f129257000ab59	109	p
2021	f8600e9d3b7a67aeedd7f92971dcb9f8	109	p
2021	75941c8df681e794b2a8e16eb961df12	109	p
2021	bf7688015765a784bd3fb5fae2497aa4	109	p
2021	217e5009accaa4cc61330686dead1937	109	p
2021	50c380e5858a7d2000f6cbb70a06b1af	110	c
2021	4326fd5bab4c1fe6452aee70487cc099	110	d
2021	db0193bdd599eded3c64f9ea52b98b2c	110	p
2021	db0193bdd599eded3c64f9ea52b98b2c	110	p
2021	21bd74d54feac9c669d158ea4b453b89	110	p
2021	c489b9864a3a975bdfdf515ef4d715b7	110	p
2021	86ba237f48707afeecce9b1253a8f47f	110	p
2021	bbd64b36c347c4b2825fc621d5873973	110	p
2021	04becd160824eecd308536b212f0009f	110	p
2021	b6b655f135d9bd482a2721624a1ddefb	110	p
2021	50c380e5858a7d2000f6cbb70a06b1af	110	p
2021	5e5e6651a3d70357aaa1a4073f4042ae	110	p
2021	ca198fa2cdb4d77be42d460a54d8a2f6	111	c
2021	ff0cfb9741cd7cf435741e06a1b68aee	111	c
2021	ca198fa2cdb4d77be42d460a54d8a2f6	111	d
2021	ff0cfb9741cd7cf435741e06a1b68aee	111	d
2021	dd6cabf7a88ed746a225f6051bdee51a	111	p
2021	3cc97f9f30b82dd44b813e6750528304	111	p
2021	29760a72f24368461af0a1ab97e51fff	111	p
2021	cf26361bad200a152cba32abf84de003	111	p
2021	cf26361bad200a152cba32abf84de003	111	p
2021	09baf4a30f778888cd30a70617df088b	111	p
2021	26ccb8a28b7d59b041ad7044410cc224	111	p
2021	5851d00ea24dbffc637c272647c59093	111	p
2021	fb87909d89fa73c1228118947941c9d3	111	p
2021	80217a933118e5661dfbf282ba998789	111	p
2021	1a67e8928cb652e503959c356f18bbd4	111	p
2021	ca198fa2cdb4d77be42d460a54d8a2f6	111	p
2021	4981a5d9527f45319777d887066fafa2	111	p
2021	177e376147d689cd15af59ed1cd77518	111	p
2021	ff0cfb9741cd7cf435741e06a1b68aee	111	p
2021	f69b46c288b5827dcda6f1bed26c973c	112	c
2021	f69b46c288b5827dcda6f1bed26c973c	112	d
2021	a8406c6b5120af2486643b496833ecfd	112	p
2021	249e8b5ca52a1ef7615c4c243d279f84	112	p
2021	8e412645ce5b00d5bc3fc7a6ffd83841	112	p
2021	f69b46c288b5827dcda6f1bed26c973c	112	p
2021	c6c0f1d779131592f0dbe64e1c1c2141	112	p
2021	d08e09dea92fa97b4d8b8fdd015bc281	112	p
2021	490ec0f7b88dc84a3daebf64afaaf001	113	c
2021	1a4a80dff069b69d6cea05a99a971e11	113	d
2021	0d69d978991c710744e379fb4cd28823	113	p
2021	a4700675bcc82b8b3665aab37752550c	113	p
2021	ae76f8b94482508e9345ccf6a6dec9a4	113	p
2021	3e4f75abd4a43496c44e636907f1a547	113	p
2021	8661e31411b2ab8a77cd894e4d4d0487	113	p
2021	8bb0610915107ba4e4a8a610ad34fa1b	113	p
2021	7d420d18b8afcffde1ea7edff1a6a58b	113	p
2021	490ec0f7b88dc84a3daebf64afaaf001	113	p
2021	be58c365050900a21d9b53cd373edf93	114	c
2021	be58c365050900a21d9b53cd373edf93	114	d
2021	be6d62af0cdde4ddae25826e99ff1d4a	114	p
2021	46099c087bdff2d09cd638738a4e0d6a	114	p
2021	6cca33ef972d5f21186e33a8ed508b95	114	p
2021	d1c4bf37728979dded359f2bb7ac73fd	114	p
2021	bcfe99ae859193c4cd3227790fc84b63	114	p
2021	3d9742b350bcb8acaf500be397913dc5	114	p
2021	6e7b2d6ea011c4f4892e0ef9949199ea	114	p
2021	a7e48abd390a50740f6e9a2ee8987b71	114	p
2021	97200cbc4add5ace5948ceac10aa7856	114	p
2021	fb85c6ee872f71743cee148cdb959321	114	p
2021	5017e67c5736978db983272e547f4706	114	p
2021	4d6354ac0f17a41429d606e66f55f92a	114	p
2021	a74e2fcdc7798e649e825f0de0ede345	114	p
2021	8bd63c09982734117d117d579ded2d9b	114	p
2021	165b249d234ed8c251b2287d7f400d55	115	d
2021	c6693bbe63786506152cc7da95e62476	115	p
2021	52180e763e836e45ab76ce8826596ca2	115	p
2021	bbc9c81bc74a53ec3953cf1d7b7c0d0e	115	p
2021	1896f49060c531dc0a726e5e66ede2c9	115	p
2021	4b584cd398a5947f340aa618a9d2de0f	115	p
2021	00ad98344af6cf04170cfd4708544beb	115	p
2021	3efc8a6137d12e8ff20c91bf6f0ad730	115	p
2021	befa81227e9651a942d1f7693ae4b930	115	p
2021	b5295f5bd595bd2962105ee20c4314e9	115	p
2021	98a5696d223fa7d36390d429bbdf9f43	115	p
2021	d1b4b24158f719134e1cccb67182b380	116	c
2021	d1b4b24158f719134e1cccb67182b380	116	p
2021	b34cfd5b6934ac0676ef9e802533fac7	116	p
2021	63f05490df00d4aa8d9f13296cac2831	116	p
2021	9a00d23ee4525f849b1594a8838af473	116	p
2021	4143ea961e5640e8d65e8ac5e3ba2810	116	p
2021	20f818e24beebf6eff9da8c4a2250815	116	p
2021	36c305105d089825223a5fd5db1c04b3	116	p
2021	e8c647cc12285d2ee2d1b220fb2e1cb5	116	p
2021	eb3694ded2767bb9a798acdbba595f48	116	p
2021	9651efd73ffb4aeeae427b1f91b961b8	116	p
2021	182056739417685acd7845544836fe06	116	p
2021	a4c1c80477e6ab11b405bbb14cd51186	116	p
2021	8aabebea05f1dff857d2900e72f4743e	116	p
2021	c5bdf0b67ad6ec46ed9f016af4979ae3	117	c
2021	47cded74049f3eb43648739bb23f4d79	117	d
2021	52180e763e836e45ab76ce8826596ca2	117	p
2021	a684f2862396c6c534dbd0f14b59ff08	117	p
2021	c489b9864a3a975bdfdf515ef4d715b7	117	p
2021	f20945c71cdf6e7c6a740c6c48884eec	117	p
