year	i	full_name	gender	affiliation_ror	affiliation_url	affiliation_ccode	affiliation_cname
2023	b926bf5d8bf79c6e83c85f9f8e58c5d2	Benjamin Guinaudeau	male	University of Konstanz	https://ror.org/0546hnb39	DE	Germany
2023	658121d682cba1f1d4dfbb11080fdf79	David Willumsen	male	Universität Innsbruck	https://ror.org/054pv6659	AT	Austria
2023	2a6cdc0986fd1ab3cc5aeb6ccc09f6b5	Frank Schweitzer	male	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
2023	5fbe91baae1e28fef9015d9cd3f38378	Laurence Brandenberger	male	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
2023	2fadd68ce94d425d3699e1ccec1fd74c	Sophia Schlosser	female	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
2023	6b5f2ca0c2d034e7bc0ffdd140941a7f	Calvin Yu-Ceng Liao	male	National Chengchi University	https://ror.org/03rqk8h36	TW	Taiwan
2023	6d078d63d4d3b9c291302eb5cacb766a	David Yen-Chieh Liao	male	Aarhus University	https://ror.org/01aj84f44	DK	Denmark
2023	81a5c3f9690c02099287b60eff6d388c	Isabela Mares	female	Yale University	https://ror.org/03v76x132	US	United States
2023	b303f16adde0f875bf43afcd479bd2cf	Qixuan Yang	male	Yale University	https://ror.org/03v76x132	US	United States
2023	0b4ff95838794b62d5fa14b6563ec89a	Radoslaw Zubek	male	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
2023	908f8e7566bd823694bf344bbbb03f13	Simon Hix	male	European University Institute	https://ror.org/0031wrj91	IT	Italy
2023	a3796a09d9d9d0b96212c1b038604715	Thomas Fleming	male	University College London	https://ror.org/02jx3x895	GB	United Kingdom
2023	49a6fcdfeefd28badd8294580b8af3ed	Enrico Miglino	male	University College London	https://ror.org/02jx3x895	GB	United Kingdom
2023	70518d2cc9ef947d9a493ef6901bcbc1	Jeff Gill	male	American University	https://ror.org/052w4zt36	US	United States
2023	9863cc7f192c4c4bfeaf228489787316	Martin Elff	male	Zeppelin University	https://ror.org/05tbp1g38	DE	Germany
2023	79fa27c2eadc26baa9df874bcf8e4a0e	Josef Woldense	male	University of Minnesota	https://ror.org/017zqws13	US	United States
2023	144a4fd94b4ec36e98ea09875545fbf2	Matthew Wilson	male	University of South Carolina	https://ror.org/02b6qw903	US	United States
2023	20f7bf8b4cadb58b39addfd2c2930ddf	Kevin Clarke	male	University of Rochester	https://ror.org/022kthw22	US	United States
2023	7e336ab8c10bb55ed9bcbb91effc44b6	Bernard Grofman	male	University of California, Irvine	https://ror.org/04gyf1771	US	United States
2023	18f79e6d18772eb18cb5a9ebd1b2dae1	Jonathan Cervas	male	Carnegie Mellon University	https://ror.org/05x2bcf33	US	United States
2023	34fedd010483a2ad0c2541ef30bb9574	Elias Dinas	male	European University Institute	https://ror.org/0031wrj91	IT	Italy
2023	f4dda6ddc85f4a6be2f8304780f6077d	Vicente Valentim	male	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
2023	7bf1d9a478ace8d89ae8b01f78d3c8a8	Johanna Beddig	female	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
2023	43c4cb1ecac29095cba3468234b0ca03	Kristopher Ramsay	male	Princeton University	https://ror.org/00hx57361	US	United States
2023	2aa9d55505d5e5d3fa21baf663de6f0b	Ken Shotts	male	Stanford University	https://ror.org/00f54p054	US	United States
2023	54e0816a8ce7afd9823ca350533e6f97	Alastair Smith	male	New York University	https://ror.org/0190ak572	US	United States
2023	cfa8595fdde1eb2bed25b72670034dd8	Bruce Bueno de Mesquita	male	New York University	https://ror.org/0190ak572	US	United States
2023	12a862580fa9bfeecee449fb693a0713	Justin Melnick	male	New York University	https://ror.org/0190ak572	US	United States
2023	188effd66a1c6b31f917957fa518a2c2	Congyi Zhou	male	New York University	https://ror.org/0190ak572	US	United States
2023	2ca8b20051e58964438b27b731cc393c	Liqun Liu	female	Xiamen University	https://ror.org/00mcjh785	CN	China
2023	45ac4533723b8257e387dbfc67dfd8b4	Ekrem Baser	male	New York University Abu Dhabi	https://ror.org/00e5k0821	AE	United Arab Emirates
2023	4bb8c15cb192b634e504d19cdb257c91	Tanguy Le Fur	male	New York University Abu Dhabi	https://ror.org/00e5k0821	AE	United Arab Emirates
2023	299820e3ee8584e9545b72d491018ab6	Antoine Zerbini	male	London School of Economics and Political Science	https://ror.org/0090zs177	GB	United Kingdom
2023	e299792a6ce5fb8a5f58f2240debcfd2	Stephane Wolton	male	London School of Economics and Political Science	https://ror.org/0090zs177	GB	United Kingdom
2023	e7645c9e834deb98c33af19029aef354	Erin York	female	Vanderbilt University	https://ror.org/02vm5rt34	US	United States
2023	484fa5b62db35af05890a1677e57598a	Isabelle Guinaudeau	female	Sciences Po	https://ror.org/05fe7ax82	FR	France
2023	96a5127e27375dcb5d23dd60350bc87d	Robert Thomson	male	Monash University	https://ror.org/02bfwt286	AU	Australia
2023	c937f674c28f3757df744e7f5d08f401	Joaquín Rozas	male	Pompeu Fabra University	https://ror.org/04n0g0b29	ES	Spain
2023	630820598e9dce3f01c134ecbdeaf9c1	Juan Pablo Orrego	male	University of Edinburgh	https://ror.org/01nrxwf90	GB	United Kingdom
2023	f4b4e2475c6f54657791994a12dda565	Elisa Deiss-Helbig	female	University of Stuttgart	https://ror.org/04vnq7t77	DE	Germany
2023	fba77a2b1f7d985478a6d823cae52af2	Giorgia Borgnino	female	University of Bologna	https://ror.org/01111rn36	IT	Italy
2023	1ca254fe270df408d03dd4f9a90c9937	Pablo Fernandez-Vazquez	male	Carlos III University of Madrid	https://ror.org/03ths8210	ES	Spain
2023	3a4b7525dcd055db9ba80920ea0eb878	Hyunjung Kim	female	Korea University	https://ror.org/047dqcg40	KR	South Korea
2023	782dbab84d93e98a5e584e0c5cda20fb	Nara Park	female	Yonsei University	https://ror.org/01wjejq96	KR	South Korea
2023	769c24f113c34cfbfe4c6545be73a1e9	Martin Vinæs Larsen	male	Aarhus University	https://ror.org/01aj84f44	DK	Denmark
2023	596cadd29609df8629713fbe06dc2a61	David Marshall	male	University of Reading	https://ror.org/05v62cm79	GB	United Kingdom
2023	af99cd69d79d88947f9fcf64e697fd2b	Jacob Aars	male	University of Bergen	https://ror.org/03zga2b32	NO	Norway
2023	228a3c4f926f153eb855756905deb707	Jana Belschner	female	University of Bergen	https://ror.org/03zga2b32	NO	Norway
