year	i	j	role
2023	b926bf5d8bf79c6e83c85f9f8e58c5d2	53446	c
2023	658121d682cba1f1d4dfbb11080fdf79	53446	d
2023	2a6cdc0986fd1ab3cc5aeb6ccc09f6b5	53446	p
2023	5fbe91baae1e28fef9015d9cd3f38378	53446	p
2023	2fadd68ce94d425d3699e1ccec1fd74c	53446	p
2023	6b5f2ca0c2d034e7bc0ffdd140941a7f	53446	p
2023	6d078d63d4d3b9c291302eb5cacb766a	53446	p
2023	81a5c3f9690c02099287b60eff6d388c	53446	p
2023	b303f16adde0f875bf43afcd479bd2cf	53446	p
2023	0b4ff95838794b62d5fa14b6563ec89a	53446	p
2023	908f8e7566bd823694bf344bbbb03f13	53446	p
2023	a3796a09d9d9d0b96212c1b038604715	53446	p
2023	49a6fcdfeefd28badd8294580b8af3ed	53446	p
2023	70518d2cc9ef947d9a493ef6901bcbc1	53448	c
2023	70518d2cc9ef947d9a493ef6901bcbc1	53448	d
2023	9863cc7f192c4c4bfeaf228489787316	53448	p
2023	79fa27c2eadc26baa9df874bcf8e4a0e	53448	p
2023	144a4fd94b4ec36e98ea09875545fbf2	53448	p
2023	20f7bf8b4cadb58b39addfd2c2930ddf	53448	p
2023	7e336ab8c10bb55ed9bcbb91effc44b6	53448	p
2023	18f79e6d18772eb18cb5a9ebd1b2dae1	53448	p
2023	34fedd010483a2ad0c2541ef30bb9574	53448	p
2023	f4dda6ddc85f4a6be2f8304780f6077d	53448	p
2023	7bf1d9a478ace8d89ae8b01f78d3c8a8	53448	p
2023	43c4cb1ecac29095cba3468234b0ca03	53449	c
2023	2aa9d55505d5e5d3fa21baf663de6f0b	53449	d
2023	54e0816a8ce7afd9823ca350533e6f97	53449	p
2023	cfa8595fdde1eb2bed25b72670034dd8	53449	p
2023	12a862580fa9bfeecee449fb693a0713	53449	p
2023	188effd66a1c6b31f917957fa518a2c2	53449	p
2023	2ca8b20051e58964438b27b731cc393c	53449	p
2023	45ac4533723b8257e387dbfc67dfd8b4	53449	p
2023	4bb8c15cb192b634e504d19cdb257c91	53449	p
2023	299820e3ee8584e9545b72d491018ab6	53449	p
2023	e299792a6ce5fb8a5f58f2240debcfd2	53449	p
2023	e7645c9e834deb98c33af19029aef354	53449	p
2023	484fa5b62db35af05890a1677e57598a	53455	c
2023	96a5127e27375dcb5d23dd60350bc87d	53455	d
2023	c937f674c28f3757df744e7f5d08f401	53455	p
2023	630820598e9dce3f01c134ecbdeaf9c1	53455	p
2023	484fa5b62db35af05890a1677e57598a	53455	p
2023	f4b4e2475c6f54657791994a12dda565	53455	p
2023	fba77a2b1f7d985478a6d823cae52af2	53455	p
2023	1ca254fe270df408d03dd4f9a90c9937	53458	c
2023	1ca254fe270df408d03dd4f9a90c9937	53458	d
2023	3a4b7525dcd055db9ba80920ea0eb878	53458	p
2023	782dbab84d93e98a5e584e0c5cda20fb	53458	p
2023	769c24f113c34cfbfe4c6545be73a1e9	53458	p
2023	596cadd29609df8629713fbe06dc2a61	53458	p
2023	af99cd69d79d88947f9fcf64e697fd2b	53458	p
2023	228a3c4f926f153eb855756905deb707	53458	p
2023	3acf35a5ae5f2033bc506cd2c4a2990b	53458	p
2023	b91b2070af99e0d0ecefb2295922f73a	53462	d
2023	bd4cf7593f6ca204383334582ae861de	53462	d
2023	391a89610359a7830e9c36e8103b3892	53462	p
2023	370cfa00730b128a2715bb93eab18f4a	53462	p
2023	c2e681293d2e16c2f48379893d50cd45	53462	p
2023	4583e4f6174c4d28a6ee70fb8facee71	53462	p
2023	8e785705901115a7036f6e7bc1314589	53462	p
2023	bd4cf7593f6ca204383334582ae861de	53462	p
2023	8b0e9420e5cb186fdb0b6692e8f574e9	53462	p
2023	4bbc2464ecf15cb8cc870c492400fa22	53462	p
2023	8eee3aa71075a7003f1a0258b22a4d91	53462	p
2023	1ee9176483254fc33492e9e63e4bf82d	53462	p
2023	fff9cff9f6b9f1213d470130bd83d3f3	53463	c
2023	8dbb88d414c9865c39c219d2752a9fdc	53463	d
2023	4ef51fe99dbf3b1cc3ab44d2388e38af	53463	p
2023	fb44af233d3d380ea81cdd2ad933e6d8	53463	p
2023	dbdeccbea4170dc6b3e966fa4b4ee43f	53463	p
2023	a3f64eb4ee956d497b64447d392a2169	53463	p
2023	d6752d3fbb8a94c4ce53d5627d19c9ac	53463	p
2023	ee19fb825528d5db2e825cb292d6a6c8	53463	p
2023	f65b06d25657512fd28c3573337805ee	53463	p
2023	43038df021040e31a96d80cfa8c0e787	53463	p
2023	ea699b5fb55c44b8f5a3f1167e39971d	53463	p
2023	872073e6ff9245b047820093decfc45e	53463	p
2023	b2272a1e1e8a779a68f14da92acc85b3	53463	p
2023	be195932b46b0243560ca19b230b3aba	53463	p
2023	9ccc0bc7172f94ee051227e1a1dc7b21	53463	p
2023	ffa9bebc654eb1686fa516cdc05f1af0	53463	p
2023	3fd96ef3e1b352c4d274c21a0c05a3dd	53463	p
2023	c88ef3dd8e14d485c40914f6007d3a6a	53465	c
2023	894efdf08b52f235c995f7ff207ada9b	53465	d
2023	2a2309e3f3ce6d6326adb1aad860e7d4	53465	p
2023	a092e9a0978a1a12c42918a00500579d	53465	p
2023	f965ecc8ab84f13e4c7971554e5fafff	53465	p
2023	411ac3363181158276c2df1aea455952	53465	p
2023	894efdf08b52f235c995f7ff207ada9b	53465	p
2023	804e5a89e2184873c501f7e78dd45d63	53465	p
2023	e78a53216f3efc0b8496f27489ec97f6	53465	p
2023	fd05579d09a77761e0d4113b7e146801	53465	p
2023	00ab7782cb6ea958ec6db10860de6fdd	53476	c
2023	1ea0abb4b8283a737c9361d147704f55	53476	p
2023	dc75bf2bf4840cfdb672886fc35d5de0	53476	p
2023	11644dcbba88249953eb1b026afd6853	53476	p
2023	054797176cf1470a00109c1ca95a52e8	53476	p
2023	1b449f46240562f31eb727c335660d8e	53476	p
2023	00ab7782cb6ea958ec6db10860de6fdd	53476	p
2023	8cf4a4a96e7b0c812e7d5ba091bc5786	53476	p
2023	1ca254fe270df408d03dd4f9a90c9937	53476	p
2023	c26a2f6efa3f527c30a42745217b54cc	53484	c
2023	2d1c84ed5b442b20da6e8c6e74f0a361	53484	d
2023	0487c4a81133a9f4cfe588eb199ec709	53484	p
2023	9780e7d8dba016a946492a4376cd4214	53484	p
2023	23b7fd89535f781fb2c89f0bbc338eec	53484	p
2023	491a27f2c530e831590cd7c2e4b89d7b	53484	p
2023	6970e85c2e7f31d56ae9c38b40a8846f	53484	p
2023	c26a2f6efa3f527c30a42745217b54cc	53484	p
2023	f7c618823f40cfcbd27bbb711d3ae801	53484	p
2023	0978653b0d14040c3afa37d62ad70746	53484	p
2023	c55b9b314fce3c19fe16a1a5598887cc	53485	c
2023	5244e2e4dc9fec4c8ba666ad53f0f6a9	53485	d
2023	c88ef3dd8e14d485c40914f6007d3a6a	53485	p
2023	f6ad5ac54dc4ae44a1890c5ecec62e89	53485	p
2023	72fb0aca24dd55d5290b5c67f66b589f	53485	p
2023	09253ca85b9a425cda21eea5e8cbf3bc	53485	p
2023	0934817f7e312abaddcabecc84027a82	53485	p
2023	aa27424d859db91a7ac9e5f52c4e9e27	53485	p
2023	7f9a52b65754d4df91372d86ae4a1364	53485	p
2023	df0755cb5c2f0105cd738ba94165858a	53485	p
2023	91cc0799301cf21dc717a1a2a390c99e	53487	c
2023	4fa8f4d16aa69a480efe3898cad3aede	53487	d
2023	31a18ba54d9bec6c1a30469960b6ebca	53487	p
2023	14fecefcee388fb945210b23f004adc5	53487	p
2023	d06308614b3662831dfbfd16eabe450b	53487	p
2023	42c632afb9ae424d7fa73386469daddd	53487	p
2023	29b9a8b89d411ee1d1b5dd4c60381886	53487	p
2023	102b4945b994369be9b98c96d2050632	53487	p
2023	cca128130a0baad8335a7d542ced8420	53487	p
2023	15a235bd8fc4bb25cc7689d7019d6158	53487	p
2023	a3c1a7f2840531548f70bf6886e5e053	53488	c
2023	a3c1a7f2840531548f70bf6886e5e053	53488	d
2023	59f51a3ee8e26db7b244f73fb1fc223d	53488	d
2023	cafc2bbc3fb51aff2295c8f8f8168510	53488	p
2023	b8e730aa5b288a8a1a6a77deff0a76a5	53488	p
2023	11644dcbba88249953eb1b026afd6853	53488	p
2023	3323ee4f48f45205364fd19d65deb280	53488	p
2023	2ef4eed58501e36478f384fbb2a9f2e4	53488	p
2023	fe6d535417eb65acc93a0e567b73253c	53488	p
2023	20678aaf7105d754e9731c83698d6fe8	53488	p
2023	7afb49b9ec4e3b836c2db7066a46e461	53488	p
2023	7d4fa5a78e596a071e0bd63c72e69d30	53488	p
2023	deab72d433df0d61b4048b6a8cb08d5f	53489	c
2023	deab72d433df0d61b4048b6a8cb08d5f	53489	d
2023	bca379052012ef185ff7aeaed9d6807d	53489	p
2023	e5a6b7b34fb931afc3c02ff18b710689	53489	p
2023	416548b5ded1fcb23c3ebf1a61d4ef0e	53489	p
2023	3e3b80c4db06b932a250ad42311d73a8	53489	p
2023	46c95b2b637428f0e05be35d3580a3f1	53489	p
2023	ef85ccd520374c703f085725464195d0	53489	p
2023	d088bee8815c6afaa84b14d83ff56d04	53489	p
2023	1a635c3321b726548a142cecfef2d4a1	53489	p
2023	64b07b03e6f308e9c4b0a202a6fc78cc	53489	p
2023	4e5917e1951790febd86abde3fc32ae4	53489	p
2023	47e8a09bb422db0cc0bf199deda747d7	53490	c
2023	e8e3047e9e4dc15be524a853a44acb56	53490	d
2023	06de75863396fe78ca72537d7b960d4d	53490	p
2023	be86c813306f3cea68ca56c89cde681a	53490	p
2023	c79e27381df64adbd33d75c0820797d0	53490	p
2023	b926bf5d8bf79c6e83c85f9f8e58c5d2	53490	p
2023	ffda7eaf0d70a3ec859a256923749dd4	53490	p
2023	20ada66fddff953a559df577ced13d0f	53490	p
2023	3917e60e273487d89ea420cec7eb51a6	53490	p
2023	658121d682cba1f1d4dfbb11080fdf79	53490	p
2023	a0c1c5a21e2d41a30e6eaaf1e355f67e	53490	p
2023	bad3d96098378782af5871fba304f4ce	53491	c
2023	8012bf98d2334d49f61de17ce67fb142	53491	d
2023	9c578f8b25e18f29786301885ffc9f21	53491	p
2023	ab7cc65d66f56ae0792149e6b5d5798a	53491	p
2023	6f70097007d11179eab2b79c8bd1b4dc	53491	p
2023	4ed8394f9d14a24b8ae969887d37bf27	53491	p
2023	811ede61c077d36a9241642567bb3e3e	53491	p
2023	1544615a31be4f401028db4df472f449	53491	p
2023	76e2dcade902d2daf5efccd6cc60a04d	53491	p
2023	456765d36c5559c9a473e9dc1a8164c1	53491	p
2023	4fa8f4d16aa69a480efe3898cad3aede	53491	p
2023	3ccaca7d3117ce781b79dc7e0ec13e5a	53491	p
2023	f8054d69ac2305726ab56ffafba83288	53492	c
2023	df0755cb5c2f0105cd738ba94165858a	53492	d
2023	e0ada20a46bb7aca956eea02545248f2	53492	p
2023	ab1530ef00a6024e2677b692b02623e2	53492	p
2023	2ef7490db1cff018874c0f8d08f84797	53492	p
2023	fb147b185f24cb5912db546211c74d4f	53492	p
2023	01b4fef8d8a54d4d4e1f7d9c86068e78	53492	p
2023	d809d19a6b32105e145de6d389aabd6d	53492	p
2023	abba15f448586bdb921ae271d8f5c6e9	53493	c
2023	7a93204972872874164ec8761c7aac85	53493	d
2023	6814ec8460742b5dc98e709e8b85ac80	53493	p
2023	c60a4b4f5352d539b407dfeabbac8b0b	53493	p
2023	fff9cff9f6b9f1213d470130bd83d3f3	53493	p
2023	d0a6ea91f0a49c58a175c8d92e9d4d06	53493	p
2023	1e3c25e7902667cf5e6fefb369e81924	53493	p
2023	527fb70d471f93924b67fe0926ea1674	53493	p
2023	dcf4082e6bb70ae6811f165e2c107ed1	53493	p
2023	d6b560e179c04aa33c060d679422aefd	53493	p
2023	2143ecc4d12136f41ad22ca60163c8f6	53493	p
2023	be47b9d263708b83669107927440fea0	53493	p
2023	cb59c48587b89a4ac8f058b7b0a0a603	53495	c
2023	cb59c48587b89a4ac8f058b7b0a0a603	53495	d
2023	792d57c726ebc150804a829361d9b937	53495	p
2023	6b00fa7b9e1d04ac058c1d97f1b94abf	53495	p
2023	ec16a2189afee99fa85b197841c30b27	53495	p
2023	21d0e6e6471bb891888e809381d0db5b	53495	p
2023	f814f408ee71b777455d24db35e0ba99	53495	p
2023	1c905136126be0a08be59210bf43f98f	53495	p
2023	a52c828b324f1463fcdddc39d300e5b0	53495	p
2023	26b67d91b19a2a689b377edab0af0d1d	53495	p
